hour,fluid,used_coolprop,T_evap_sat_K,T_cond_sat_K,P_evap_kPa,P_cond_kPa,h1,h2s,h2,h3
642,R134a,0,8661585393215399233420098048322910142343004923804965071489863357043310293763272571505320877496195967600456754823816395390211234764847080196899605035719344785698213653323749585121561519586856431116751467213800400872723571237978112.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
643,R134a,1,-22248725013698697020846872607937699153900054914976774700868968650831328162461306395100044647906947823562312443801515451265333051978951920165366079875753449427648511995011804246686441694658319178904231386286669949741678103690739712.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
644,R134a,0,56654220839091328026937270790264634525373569991534621244998239893393226410055928144550550092752295183591792415842041114602244686753176557134724066388640808895098294633774295698449220820938765568489383502256872648802787121812209664.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
645,R134a,1,-143985648004652649511698158083440459342320033474706693818444359248433550724092204431185670872062882363961164956802695262645914847498891340919652670762502716814243599289650847741103662416516086203365826379313084198244618958977105920.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
646,R134a,0,357525601858707390327386200063321489510761384902209456581965733617839549821839774092517978660803483212255730825650347082731882297628795140922266204743994865125344771488618474594495575678986557840632588589362335092838194680950685696.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
647,R134a,1,-879938007436346269573047784921961621484409637502758369947903595737360116324237323801304806383728962651382257715553791174147920214482781974503679408578458175307284430586787829243925234204577521132301129610938154273421879337069576192.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
648,R134a,0,2153250629586375230843334845190561644513019387936940016514980879214913652963262490245902180907548771434139763922403932558147724607423173981763849562444694190897418466846825161672248558886183713059648330806711325692639280218733805568.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
649,R134a,1,-5247308920140659825830934058779409726772528703225242010729299578263095234717164290929189549598924612276470481438486338492592929757490714354133210788968213157894424049834374312083775471708632570981698011302000947286355455436270862336.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
650,R134a,0,12745714989697452336994633251047584986436137662975809018746085153365317199085720196410200773085315371715298331337638784256933487804133881936021675992501127687556940035810010367433210205178658229399504838577459497193910803707774107648.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
651,R134a,1,-30882493182459135141478995391657312276938584541149891978077245051281026321082011216960883315267991364989352404914880057037738687591361463815389050230003081323404966008381378356416327877733676208059768757772132710460025785565845651456.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
652,R134a,0,74682563850206281556834799816232010772717796509774606230763164803585143221406633495154306671026101042528872912899472123994663529246407091598022813778509976262136376316033172963117703678166306112836515401094886693128619393881064079360.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
653,R134a,1,-180272143207662890817612707454188948348650557853874699327504494504061884621695430180811427244809355954318044187759044830567621284295206342022993466448423078355894118933902037804120484061541125823912970666669091883214535878749548707840.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
654,R134a,0,429274580036500202154092232761754430101457914807038118483179786874323297654744205805704746712038249836543565588478786308068941085468049232464196902566746338664761813555987892255658424167073054073819368630136357135134097165318778519552.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
655,R134a,1,-1031041721104699347554425180329192772866241377696902522435273510357538451851302123603260304922081409623328580422734090790309150872741385816584543717717544750301998611866017443417245083950449666761632671458051535254753144819096995495936.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
656,R134a,0,2499297375578100437583764568671061073549969136138709407247592465998989867508953992634515022334034234299242042054914158355276595310649431571854103826368543721373756424843163370103354008179484505685113492040593928326635450792651754831872.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
657,R134a,1,-5962567506062351418845446047256849064134648898700810669375262812172471984465175546826218427301990476819427730703858247298637495873616224138984351324064813631912259619431231794135309390440184031213840737651788919249628452833666298544128.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
658,R134a,0,14149188586734966269821971637690288429463177863553993690230028506264130044515260279806394822881897003930544379187813891634920529954411411410670357926776266149029410619626654587956836872724425910218263933159282261606962450125507023339520.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
659,R134a,1,-33392068158144837642759928393146025085960642625493161479825515600783230584417448331844376395433617909780508030378144094676564219725945339867935105127817520269092103616006234433359830030518731338569825368393089750228964481720082237489152.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
660,R134a,0,78299509752829807688025303327014625028542728234813941058206334902326240821764295538382065517320966008696480841643635652584498431412990239221971813567146967962841841024329546244776222244062974187464119244065102458032064106870887814266880.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
661,R134a,1,-182300394831809523268830936148368642688137204321277139736752312643477753727268376032104065808055698825810715835618834104357664826726343900779847821107924993874404567217094596590497428024425656206223687280471306652084088368447387143766016.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
662,R134a,0,421374090801102071294365869448246637044249250797924208657740626240797703424228126265477836658648577737175856530429846970846735306568961155222786171452857241098920644072364289966944427270085663120467822321479841695534421982159520560840704.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
663,R134a,1,-966822354337719862709906213446991787651700926396762197421363406577917272049337674187412814682776358957639997362292278678886650012834403665296381915853255622066382628335760371900979370840622838864134812114789836692709355586817555829882880.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
664,R134a,0,2202945599517565766310991541770598868081316610323097216586732690179103062432220518211379439869414127582209091100489876857797792263166803341631711221253184819028377988506925187366742974358551708281755060049514036242028169550666281783394304.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
665,R134a,1,-4988540767112582455510920470221749793934529967330640648403538331614131712970744575306834192019267016981029151122483213775715505227439290999436003130269722126481613319513973481699006742202889504435530512936064661713995964337704228762943488.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
666,R134a,0,11233233070045967380194541141582755192825626494266269053178352959192925587322796634105026422309021430613243233643276990991709618530214762341610003104068196220393983913710979605100351887469571526962510715114066387471618232992492546563244032.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
667,R134a,1,-24893418456872495699330870474113692828119366158188356720408223259736066898432855290917566554236176172068429894033566242677855701070473758118290955595437175695566397264773625524477324961937898667543556004809128298786919430312532272910172160.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
668,R134a,0,55632651656725096922892686159423801070125240311755424785152407053823479126679504407757342671268082632568858313828842153727790762927753354437470243419045412111624037571253346521274049996298226946737082463321135690288026901286962755490807808.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
669,R134a,1,-125415783425542500634496129796125932481311241585991999152865895794873427944344608531763895015055878952163351383008273402123349772598917111039892858677786505862633218855968035967795526964916362217937731373012057340366385215204852734621646848.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
670,R134a,0,278747641034601260732307422649479845958944188422008229344314879591806434850615021282900981241875978305287611922937529614428327273547781922672839097536340356081691348328448759031425972456963739660371108455544883631646091125365244028570828800.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
671,R134a,1,-618284993003421525184922079378693187315450237707578254887365029098861106215562975233020219703588556072174363572083872095513812860178802824632211287457797012899759844698737758013196939610918729206152064300815903811537220869635897971607339008.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
672,R134a,0,1370529216130360546484305544635689732602714044603331566163132904228348121100058394599611309510048908207883776190397958370047721082982694608244246377224203514987348740795402508542156468885376053061569159643186103047501506752062273846794780672.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
673,R134a,1,-3034305817932478991844043894187767521572561295237751519207538163474787008281494767699640207386915165284593613424320550550474893707561374265366807213496387236910753156435792894936502601852124488445862997058293857318802221347918911131032223744.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
674,R134a,0,6708562794663976280518674163253045912248989164698157033440185297985139364629949293201172066312860538744043422520574321766425072540978164251250192982346390545657083799656114219118618774263407077723644277044548646803280255185276935479601659904.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
675,R134a,1,-14802139814597826117298886201224046733684067986894943997113284616672092537887357471001396190606621035153736650574496948091000278256564960471566890659490556507979424703975111497560466751511863595272840658572480439775265745343113322145578483712.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
676,R134a,0,32558565265852327905193311711227379848802743765255024536656591812001159900988624171074690068878121300193506924362264234491109864885174588347673382312737585325111623177324503073266176348234825156683395532103924502503150671338958338049020264448.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
677,R134a,1,-71312686461790069688485460070149176851265679885757694134272859124878798853178999193003332697485223306828342141484747911888168180155305428233953059554853740733576105138959903785491096987010733834850396511731318495093171915050745015086071414784.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
678,R134a,0,153652423614298059160374583927584158652401158676051578478609298055656671382850060559835374454808671251105330252099410443763806921475722189796164152341621634567710935565854767541357962224766209836741811477939375469136069875284184013155694804992.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
679,R134a,1,-332297475256494944573081730415357009756417524167829225423063082940923053528880278442625485514295146127993616401588397440863074458091459552237342666425195732137290254000202423886907487442817475886773670783175495527418713352914162879703831019520.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
680,R134a,0,718874299465488147354092687844776187239809893928152093259493308965767485682223591664666371366414132289401228262295363726107901340756876714865805055817309646821669477216926650799965422844683558772720056098587514906366202329439249338732675858432.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
681,R134a,1,-1514366438437481229558634810225380254480391141447157348793973086363407380902095197147095368509393075431017730847266968698612009184028810578383327209776720009005778658758554406065838738084196555633847570353491578818075817583056225058597451595776.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
682,R134a,0,3129401389826743965341094651546767205895653355198300254371584298485788368663179174076909324127534629187450632372832159716168422876173198742211630424802626976788448149827518045815075638403239376374716590974504090724580323864791152505310773510144.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
683,R134a,1,-6312517365725948518440972942784092303186960572081315412819562730007176415034451766632512040946772991929752175377287763944010030637280035820154958126443398290404945684215093545028536727355953945014414947185300200703093197869971067641493456945152.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
684,R134a,0,12323706975319828684480376267400569529683865480291508450978294390638987109806244497583660971430145823227366073594578268516241300880395327869370002647002761577583502139105129620131563944549260583441678595707840389095013496536591796492094266146816.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
685,R134a,1,-22982818647386786758084876596085189024561879143027612974812916171965274923025024690605705113441703364313065134307721587021949234423817642244025619787111694896501851238520477474398170659854036904640972892242175052573135413825170528885176512020480.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
686,R134a,0,40006816469338299812219743614481862137417746303051234413052792330359974293479147397026734785868283159200648209977589475710125675064049867576583331491322603472126953607231518020756636286187147855575700391976637523719214821000626359534296449941504.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
687,R134a,1,-61785473464658945638563999583448670812849693406644708334790709843722327819430848126401963607264596701066172417788997231938691851008297600578976665475302390945049814039849991713387352401559655495956036028300539529637686038259026033424989973118976.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
688,R134a,0,72372798177623377347667051543145010546312510141439106250449082546976743739078015431382398426802138405889838000428757956302166674872539483940163848593387362101330631974366985370543364559818777653331641004340585638529741978895932301509755427356672.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
689,R134a,1,-8286061298955543901307562042627019354884681903378048255048260501772830743956801409367707296842927174974821331279896659389437773539038116756137508939876451900229404616145209288595425320467930014866209469578087817336073652164968243715042579578880.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
690,R134a,1,-334941746503526992103698061717507824515301568299006406754980517578162634889774416568637949725932143613612163581508272395749856764655182817852680528384308485553228664544835452501131325187046005246758977300236723961065932834069832639780199270973440.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
691,R134a,0,1527718907199453578542706270790577291058067902715136322112442774581113753924392511003379535980345142129978733570807866218189864996675219369776460161779438053408827573403625262233265303758215095208282876985470920272890454961122369031827770583285760.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
692,R134a,1,-5201629903351403018593917616124861115239247247530043193714275563063359846266405233408436793027598299147426662958580061737024176549602695554274574243902351470562976833474638756585094466901222793546888120180554280271499188846700029934256009880010752.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
693,R134a,0,15923441835795617609066058739435862096464244764521114457063778316642949267251678411342649467748481239998595071715111496382130105433516941915210427717424436111882085271667478269565142866709130241428818166218873690588477485924031877512968833624702976.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
694,R134a,1,-45096259421103167726448145851270780315008881245985814891259065337881839964034464356097580749133080268973378095622161227703627773570321703961652089168736651718310738393191144450207484978980817389131575331778327987272573363760553820640751575451566080.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
695,R134a,0,122575828478525261342546770206054829071113819419532855142580507787688262942242361682673285520168062730617123332033823648355161949392039273547435261921453292287329786918500909723563260342889915008699948614784698849376242765209467290469369784507039744.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
696,R134a,1,-324528747599738843313617464508888496642779833462629629655613768545367102075277782771677172215748719942228774600055532528096762942522652337695348751671307263722022280170890048658140521445420325238791969689668930912554887945911858812538358554781810688.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
697,R134a,0,843534880986943766383199144848176420617784446804943488837163047882746665598660357527373180811853536634501344026415610182663420796902845108360392179584873054398453437225012050666835670650848347807841214977912593993316113332508148312993685629380329472.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
698,R134a,1,-2164327342329042941251281142714526469120431879793602663222585841311002948150655504657714022486515998832538976633173911427311261677824852094280310265993594903445573073741301077682158576199582106456767280260517359471545769472539966085793847607335845888.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
699,R134a,0,5500848126583949044030911195277759870753404816002001659269393770506660416859234639888805455781662253762102159782379584267547401502140287001499840897248854202524997953765645865134477170176136000691175810856389647664099536672918998652708409549804011520.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
700,R134a,1,-13877404049909111380450790195174089411617855229508729676380770052883920960275888616604876119350138240047420860603426702952883058895184030648093652688851871697767234504221459398993679379038268690161025236574538913179466234399598289977516839698497011712.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
701,R134a,0,34803463762084802619466794699900902926974827886331382269184776036188009398888737607096096420391466158795972633368632088037759047561077433381215481700200768253924293357957807246811092243437566226130130822152409210827089516076066893829400826233678200832.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
702,R134a,1,-85801549249330195522727020534375256559528902210799982817329814610987302796370451190832704871178250940100668706255018773788205811680484089109188102135840964587656299762448807847081461276816186949351509835408478218787915654341941440966640147800367562752.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
703,R134a,0,212837288700425155195517619981032248041446345789718492974853238120435210297085991824718911583280172231093351873274978454096225474230723799827045840667405895077851730153265930698722966455173887313895493878157251674388455792002508496383280904432976396288.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
704,R134a,1,-532056885620222088809919679330686509465361273144918555298570143395665817987735659209592138258317302036339754314410578630333892941093882426555679195996199163991319454763745800134087467075460196123486889487010586027503588026272610895976194860578318057472.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
705,R134a,0,1307157179439480019367424319595279107973070258389954812257904703114826556892276620755809426562729886031767062119573238532815630548311930157970087759638871911918625271623044660407507332787245746862828699405033243587000872236515166470724526240025079185408.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
706,R134a,1,-3190688052446935592405020135698704666749117822088068393477633172622159794392384419011442833806396073081364366885809824569511491266539315976223882418728964934938944245309504848570239459254015522485116436046648410572817407080804943102115214743066611023872.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
707,R134a,0,7738376663670663284286492689613104641235964629953777315687643818492300286944213217525603483262534737695917744579660277607798326807727857151287669653241280109188808803552536751536261824616693613463046315412952930274197539402771498966130602099398607372288.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
708,R134a,1,-18634142551693893009955540447066771179236345474418414472065982957958964312015477198724594319124244159357042908292094413292277767729015841771460534005160275434097038145315889229479586646843901094668311207187462271072033020466855087438457142556433743609856.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
709,R134a,0,44528866694746342599323591563114170182489387367855105384401763823358648163209323810478190019176278798896953781413950253648393111657341750930184783256685120779042912701038858492070651605949100337658160501881703900021389687763832344140556266521092897636352.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
710,R134a,1,-105595520347562572743592628777784836546058770814527024739429556316221865628591289532217468248109909595908360561513094538868274692491691383893910499207819544703825297485081011285141210286959121608161642657774979137893142699552358126299716621048711034699776.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
711,R134a,0,248491390834884264195331157554805562968657186180478973832063122356105375316610147468558040592207467643644102467128408358831979427852007130948294945550682670251859439190310408662053315201485267996943456439253849545282306515226601946724447040980520680816640.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
712,R134a,1,-580575028840878599690644566705087674192570523844099230769730328585948906317838970091016404943592142177061643765458526608943948720549219659126717526413178051996304935844892850505193027084914347290864724431434380955614882520050047418432747779000135277608960.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
713,R134a,0,1347917485895021494316160236096628463651688022108621139784667261428465274555117752087578111176418114589828163887642979139132574933495021340694990653619168669051018545912380878547450248595108286631672199409824829772713378529337498877665747442532621676969984.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
714,R134a,1,-3111868784394290844149255904908517881858969210796341015023674070558877084895044729938787582401910384016390750351633697534108580901999773608734028009874786215292506434249294758540873858501699238211680744742791726074255442547806477098153356436468121894649856.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
715,R134a,0,7068528710085973645547626311987929434534716318863584370182393481578079766772624246467509505854671755219495240015831214181763527503880388082765189107875448098218653696675631170543121977123044685809750810284132173069488956370116016883333877358417010046795776.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
716,R134a,1,-16195510264326309986098814185901684995857036193597471961108847646984809979268175089233528011914773849460750052059485391748275662069572967165866930752981319874251213285432904395705393977120489261079912369355267448284437749240608815575403053318544623275081728.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
717,R134a,0,37464148570023752424150506029612339918293874208743821726868890806407995982605521246627690610728487518541213178392162427083771003511216383093535716322596359502477399545210193560984837117330890220332891597468788023629613100338624556558680582460465356333907968.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
718,R134a,1,-85485196383223328181147402134126228157282997541953823870021013179652700717362859307127957530948524717996437967179699374393279834197760119612370941260845756183547142316694650683136009567164378879088956059432165898249974927129418529180217153231084909162921984.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
719,R134a,0,194825536535140358860102725052842334008627923930943909386082230383344131666544267710216675180692173720298558001514451854024823566320899669502906957920112437978105640403178224011954585257957190451245600386411116849169667687125948373101470044233908535829725184.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
720,R134a,1,-444144009691930229182316335098840461903927170079899536912325681275766997817227495663393922397584468455951273490287832225392822993091836312359978725737208569578046504586739208398580449134657376009755685035517795044668823335139191645597633502249512386481356800.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
721,R134a,0,1012995939540574351705899488611200446838404888938195407802987209480181296306897211337378275869103169154350186257374703519091164579178096171029018329718191506663937787550418111329788405840928836483257305378918895888160972353050112693572862454358233866678829056.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
722,R134a,1,-2311011949317770645444146424291958359868207027923325811859131687052921703337276046765991613634716495456399123635392720633971633791284742804398150101210781366359368324686262157950837228982493399347807402515358348372493247358102770217501519259330663802942259200.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
723,R134a,0,5272763510489014997041997939085700962586353081174666600557708082934103686092992832884566459975873180541331638141476943251229111013602015278184599038374123817541664701114137844123152073773076124143406781504245374340350398355659354433628188060110711781807095808.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
724,R134a,1,-12030596035814413606690893624280140120371986163343254620238324929952530297299273976734852245102232978759259158787661304675739673096041813083766308581233258826027777395090078050096842142026030512308310356850016910451896466554153115510940943082326112808957116416.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
725,R134a,0,27427103577832131803499255592746911159174423612104772222919340948266880218028572989255523575241494614802152018177139539796148958165924595282850954727758787793979205981709217354553199908999898098269244010033610778586891812029608309904772559468960716447545294848.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
726,R134a,1,-61748498462311197565800503424598342448013679245312746286774349762504191666414654624211624152340320834734741562366194283224449521066270555931655651011519015125757673129391810095361282079971415014876115069428949079351790113416383740393767439609580112511735169024.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
727,R134a,0,140293765315004623388474108730708815034555118105608284416578313332885303786755884028251674549173117062393379506500046784033382067116867666227893324061004799172720863748692079625649576904703986887875567784613377904376335782089440166779150974103663550503506149376.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
728,R134a,1,-321316307408340163484356581312792913640349142234749125436873603938168600843730299953604236229499554336647429405723815241303395852627511163496005866437295298128496068726007811367308376083299590411329192794506220840835223642002237155115407063173550670092854886400.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
729,R134a,0,723417616249492936961093848003477360957297963498867137776474733331993828482299388830031375481062847916556710270118194057643988326258419662488867056336329757798679243531971873474199914738222918472465945780978511139865376086479606945595942439907190740963379118080.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
730,R134a,1,-1617426716287691828217339334701941555047299520084216120481827297243322051560505742002747084187601882184568010820799479662403363681148273229736357712301879366036003471450045276209270475470336365268522207491234688677258646444171820809923962120051294249006468694016.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
731,R134a,0,3590812128299798727277866999513596198931108090481044506386051430649748949521848570228406952600851002460089970085950926164109821475412249215492214113660782164368615352338199518532795667434588042691425767305661306533832873560148403195701907610277529962413962559488.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
732,R134a,1,-7900097676019538430101316052935370508308524366812781829329037552814913313280893364609699859375725058253423067920004481400509672036192171488582441634468165155678824950060196142893599344390213206633767340084060301841460860060571761646029182841610330474182143377408.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
733,R134a,0,17205252770035237511926631258482503328892502627655726901818222557346835524401356736164978571676440565827869348793004467694603036989868579237423458217214577820854060044465432659186365954170467865917618916039418968979862772015935363490141948348566307236331403608064.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
734,R134a,1,-37061887706843676267474524241852827321029069193959197301879192371772861804676073267474996311612237153271511075607729646967784940407070867471825836059137207485760826617723605124898104574196394026796505598457858818663624029481223570372795529959925271577551150514176.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
735,R134a,0,78893088014775848273496228555408991553866327532066689175880218584517241364443590348765729376278355146360897144830306403413807116350959403250416864171482248794271086906722041913549386938615819747224565832527236748370628505864370864956152081670565422261540311007232.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
736,R134a,1,-165863586637985926661632222089598052464746524229513931743140547163970105361945098510236394520648758965860675976007989716617843931677254311974599549001532523889768759841701940200896995925462483543596362092588299599333720985765753185029137444341960526073072594190336.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
737,R134a,0,344215123612322827859648054315771181715511878492451213151593279868109690187362967701882133650572967136565830533451833967972275288237350731883913404869584168895540334139076754555718822262642361531206808975932803699941406897348725775969277593351562946136022328541184.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
738,R134a,1,-704283648280678431640890543769627870848287362040885659678976482893842887456754675052529235475690724102644395385170307378901957061389426278436944591368404139685258040449879573206982976041425748611132249692031494801882185424074458756951871086004093369933141876146176.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
739,R134a,0,1404347999902126399117532362133323553722654203488931727389312230973308286462245572272503750902430888813445078276641090019104679482600220780711941681947729279059129951336701154324544814466982679315223611952666105899840990410325484572414616566766197707676282448248832.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
740,R134a,1,-2784639784148370000915802485090743246264088321557808040468678699783330681166312581461901519442216453089092563620703433737524987944963871425148774460745358684445994044500798225200048684149320682185116771430146338080646914301783344644073171859665712056201917784653824.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
741,R134a,0,5452175055748771237592210729623026621251614176287364845075970604684357320485372033400294774484365453146957885055013888626770874922681004682277472113592523584311984326781593890338642209740144639121435991292049825234415438720467139926488645676871083114644636939845632.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
742,R134a,1,-10217192951153182032751368653597422508487593015810384709658656480206822401696336213172845486630728440762949251639719792567804717855431849989641590283143056443838762369328750716533641466410100270897577349772832841631771740072688037070077185717858297500028570123108352.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
743,R134a,0,18267360463056927948428677625304937751224910455880258754101956286804897283712302738008734054914128737612116966576597192425904220346031320251948897720238770487339171450898058761085320796202655864476936623843180918675610738615628203684911490458522253502101072000319488.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
744,R134a,1,-30225499223796920180126510385497820621037986746414883772898696310941366862373103447139067514636471943363748622885463079768108893831611811222756900158309960573914669648320503239263120830805718779888733440704589547982737859957025462423304235895838196441762865224876032.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
745,R134a,0,42710084079148443555994517748159514841075207347354721608369202253835651950875656240304426551740588841961091807272175124901451105051950890259650594393158729881090202210715360474933526009471498325441158957542689014388531948416895450623837639031839426021705355934826496.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
746,R134a,1,-36611491186656087240915883971057683033666885865483208083602029326349781145250069841120469469486077766832927041941489999746353760050384948335389762257818855831737024141531870769192430232606193833182915593490986862012208939194330435479179309612801243621784893058449408.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
