hour,fluid,used_coolprop,T_evap_sat_K,T_cond_sat_K,P_evap_kPa,P_cond_kPa,h1,h2s,h2,h3
221,R134a,1,-73305884646570075478178327248782619180122307232327299464506350522126154334208.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
222,R134a,0,203611273363010733367736876435178459061393502167757271158801952056804703731712.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
223,R134a,1,-551933511334636332087422198642636003601662835885551505672683322329671246282752.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
224,R134a,0,1476582866614381533279339828651975798911870800584437876182869948685980914417664.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
225,R134a,1,-3819030628580435002661616667141868629543953617764998467210925076217447726448640.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
226,R134a,0,9687184937205382738088157479476305715708925189848331977655662250045845373190144.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
227,R134a,1,-24149137829061022782995345994317091765858597133705489426895280958177492349222912.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
228,R134a,0,59204945888977387446287330652411119471821977304011061322802243802545271515119616.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
229,R134a,1,-142877832515395092030182879932245545861374887205723481299174307784953519774105600.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
230,R134a,0,339568946617442192728967693195010365221780622233970092914096558776742674945802240.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
231,R134a,1,-795486102095164680013108805744913727911754070320828520642862453365317862950961152.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
232,R134a,0,1838360360248249284738152511106716015294077341348106263172020687772174695572439040.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
233,R134a,1,-4195419306402287972499793140724479748612609772317660202442002907928081874322194432.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
234,R134a,0,9466983449609631933876186282099021384074232582802681584588821270399345213902422016.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
235,R134a,1,-20906244380082989730241078292523052779282720215230377980560012255012557974411411456.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
236,R134a,0,46308750474689415571357188885971150434611376876953054927989617094170344228623745024.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
237,R134a,1,-102924275588013516544464032375576569553778039035440581833209537448773857004604096512.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
238,R134a,0,224193812544685169010639009285046016056946938582872999552330749545971743320377917440.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
239,R134a,1,-484440877846910552665124438408511627064558457419582281095931459825164647384643272704.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
240,R134a,0,1038863068943409389516244140642129002035227862800146487098415024377288077565774266368.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
241,R134a,1,-2207794489864485437771223872140551521026911827490443492037971770421385834735916285952.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
242,R134a,0,4640583467221986915544848078865325425952935775290889516515762244015054106443462475776.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
243,R134a,1,-9614738443893201238073744610524086292982055638998721894444557482891477096701370564608.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
244,R134a,0,19542456832899367764535195296107709829072550837782687359096969926263061210570791321600.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
245,R134a,1,-38670324857871251318696798772646207414928337715691230915010798677700364745875113639936.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
246,R134a,0,72929129293110240767049648032233427678337736045389404713314929620814066968489495625728.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
247,R134a,1,-130985553541269732143041431599095157991463125591285295489698632704254895496813241958400.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
248,R134a,0,212731934421063814652329227289019814049599902107625717375159179216289117231625294315520.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
249,R134a,1,-264434390388248840179503996224697793362231318470865380263534736979670123626145280688128.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
250,R134a,0,66658468980860081147665861680991841569242673312376838530844301542814894855597466845184.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
251,R134a,0,1128295208936306167603687017414191113184256535749239347991207935912265239589271310958592.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
252,R134a,1,-5574637094295481676716152822706330984971053680488189978992000516165605691688679278379008.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
253,R134a,0,19595530328392730254129451401552263055539900388784185578783726883775095421498151481114624.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
254,R134a,1,-60093591713531727755246738285281648416312776072346029150584556944672999449670490911670272.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
255,R134a,0,170694951747273563918489006483398969996433150219101122731442422299375765886162639335194624.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
256,R134a,1,-460954308745577158592789784774923744012320937242610393774239705206565643916117065448030208.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
257,R134a,0,1200387463503705446806314611162544281152254757975241368666362619264205486163467037019471872.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
258,R134a,1,-3042004341890392523088788421976071403112374253842642998128711948570534039436617475132751872.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
259,R134a,0,7454018207486695207313594756354936645385888908101784353574583921006375366035311543464230912.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
260,R134a,1,-18187001806030459120367243518128044070851885542932284696866670950998467630578920492355289088.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
261,R134a,0,44373551417727355433637749016180485526032925850698530840956774280332955175204806215719714816.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
262,R134a,1,-105893123626971227359058887309460416754149564299245357582036492300204480544025046890777149440.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
263,R134a,0,250626184100613000822863947654080056866594976453865980666881294086846514909447282421749776384.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
264,R134a,1,-589669952836478982108376759385585571631929218829315333284265325732105815370043362319074852864.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
265,R134a,0,1380341689167242306824271525017384580710262220638744965574322206431365017341808105594046906368.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
266,R134a,1,-3216980839045444203906147721597504252113628058347020833639274028898893890131706233730092761088.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
267,R134a,0,7465129644562923497416465681425024386253255126697264142552472721020581045599412705110123347968.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
268,R134a,1,-17248580439807431743892825266094266210796600221708526272921081226275791940767560871875788668928.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
269,R134a,0,39663771910424021352430666813113770791768657110349819010588823184303331943679071383620042096640.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
270,R134a,1,-89706352669621430417686149324270593926504612043713636667069707093518618088485190214635407540224.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
271,R134a,0,203828844577570035295696988722131747165008155984406024783815015754948690798392480245917780279296.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
272,R134a,1,-464737081955049516792531968385642835945295878711176008260970840205817510087980916232076688097280.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
273,R134a,0,1036282450613040801651815454428284201617397548131624217502026070222590790458442403485186493775872.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
274,R134a,1,-2281823016716623398046709754012664476610335760628978210770223508061532730885894709882959341551616.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
275,R134a,0,4955175771498343692591038347561563071767044121463333083821060232468859801006671143656729578831872.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
276,R134a,1,-10581447324430065545819906387397016107803056063658511373724650821622321388576442130623337135603712.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
277,R134a,0,22153562822573733689505208125558380137234692026271549263044397788783858214774298432631197401088000.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
278,R134a,1,-45315852557675714243065414816543059528702581407130246081994650197902717081614676714609512726659072.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
279,R134a,0,90176419563562922658546560573302362667338068344908414206611511590575300357953722939113037587546112.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
280,R134a,1,-173413923196575507828879080118462854837425269161778721646348594398134615362440669700682254949285888.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
281,R134a,0,318778216202587663530545476533739700251877970808551747549847503007655235846777242601553636112728064.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
282,R134a,1,-548765420865565504945771400345324140415159131162169725425275982713952337422325000146577061465554944.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
283,R134a,0,839702889798128058384240127206680824555250824612950171471490143223595637522020060780418231051485184.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
284,R134a,1,-1022031976430484594383782275076225024506193417408148713486697919644683950863906544463671539464667136.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
285,R134a,0,313851564869818062882047318089034676986943707390566248866062894651687374007214133847572659457490944.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
286,R134a,0,3855525730317491347173077940324250661838578776029623463777727734843467571691334996237672617437298688.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
287,R134a,1,-18973736578486419454435663058414080629068846162644882264987714677335193686726302871410148865413742592.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
288,R134a,0,66042827645391979863537940407692481632222968393405087898296910453392185269041151794611677137777721344.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
289,R134a,1,-201835468310007999820125604478689515757764546072582303993820752374178963589972766487942564351313969152.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
290,R134a,0,576241098321292696889822753114204634478617012060307745402254669013165537138775927685393510187493490688.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
291,R134a,1,-1578715647380392694331742677344437897022733336530039983438733556134551054257130336846525375760455172096.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
292,R134a,0,4205386699479639739623825202716431607735173671384265086964182671510654076223510689202724171093899214848.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
293,R134a,1,-10974589416818689184407132399042165427960001178861492490207043988362693190227469449088137588812699140096.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
294,R134a,0,27846560157098242425468483577633142355266049767532714880464550351554655017448087497780588708061190815744.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
295,R134a,1,-70519874897019298393448980305891339425276749732585182321745457021747324035552823497451148848823185440768.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
296,R134a,0,178696745234242050938823549159206292398986630299422814951778490160159129445433956369599983163336904671232.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
297,R134a,1,-442497006558286091112792509260461281219237560509971691854544074093349027374658022145172404265861712445440.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
298,R134a,0,1082730828709843281103161818606257389728724186425842183230441475271821130061855460760835636523201518895104.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
299,R134a,1,-2620025673595489139292235276546137673741797042007275145733255003048402731548844725804112053163666769444864.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
300,R134a,0,6266681137258294719726587185409568900690681829586595191244828313494993049057599309394129200271059081756672.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
301,R134a,1,-14811404339556230396496670658660135319406162295613113198609649277782399165185595389309196452285546955276288.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
302,R134a,0,34593191033035454433571430787630502912265919478202892802466030327598372741798436957451379904539613804363776.000000,323.150000,inf,1317.905490,inf,inf,-nan(ind),263896.712615
303,R134a,1,-79876083474934834835583539058516567972924620582687356640944153027624174161216638369639176097963698481528832.000000,323.150000,304.652932,1317.905490,401942.849839,432928.382973,446207.897174,263896.712615
