step,T_source_out_C,T_return_C,COP,Q_out_kW,P_el_kW,Q_geo_kW,model,T_tank_C,HP_on,Q_space_req_kW,Q_dhw_req_kW,Q_space_served_kW,Q_dhw_served_kW,Q_unmet_kW,flow_kgps,dP_kPa,P_pump_kW
5160,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,10.6400,0.3000,0.0000,0.0000,10.9400,4.5835,225.2092,1.4791
5161,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,11.8400,0.3000,0.0000,0.0000,12.1400,4.6475,230.8462,1.5373
5162,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,12.2800,0.3000,0.0000,0.0000,12.5800,4.6709,232.9287,1.5590
5163,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,11.8800,0.3000,0.0000,0.0000,12.1800,4.6496,231.0352,1.5392
5164,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,10.6800,0.3000,0.0000,0.0000,10.9800,4.5856,225.3961,1.4810
5165,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,8.8000,0.3000,0.0000,0.0000,9.1000,4.4853,216.6870,1.3926
5166,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,6.3200,3.3000,0.0000,0.0000,9.6200,4.5131,219.0806,1.4167
5167,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,3.4400,3.3000,0.0000,0.0000,6.7400,4.3595,205.9722,1.2866
5168,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.3600,0.3000,0.0000,0.0000,0.6600,4.0352,179.4927,1.0378
5169,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5170,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5171,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5172,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5173,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5174,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5175,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5176,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5177,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5178,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5179,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,3.3000,0.0000,0.0000,3.3000,4.1760,190.7904,1.1416
5180,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.5600,3.3000,0.0000,0.0000,3.8600,4.2059,193.2265,1.1645
5181,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,3.6800,0.3000,0.0000,0.0000,3.9800,4.2123,193.7503,1.1694
5182,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,6.5600,0.3000,0.0000,0.0000,6.8600,4.3659,206.5111,1.2919
5183,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,9.0800,0.3000,0.0000,0.0000,9.3800,4.5003,217.9744,1.4056
5184,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,11.0000,0.3000,0.0000,0.0000,11.3000,4.6027,226.8937,1.4964
5185,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,12.2000,0.3000,0.0000,0.0000,12.5000,4.6667,232.5494,1.5550
5186,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,12.6400,0.3000,0.0000,0.0000,12.9400,4.6901,234.6388,1.5769
5187,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,12.2400,0.3000,0.0000,0.0000,12.5400,4.6688,232.7390,1.5570
5188,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,11.0800,0.3000,0.0000,0.0000,11.3800,4.6069,227.2688,1.5002
5189,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,9.1600,0.3000,0.0000,0.0000,9.4600,4.5045,218.3428,1.4093
5190,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,6.6800,3.3000,0.0000,0.0000,9.9800,4.5323,220.7445,1.4335
5191,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,3.8400,3.3000,0.0000,0.0000,7.1400,4.3808,207.7712,1.3042
5192,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.7200,0.3000,0.0000,0.0000,1.0200,4.0544,181.0151,1.0516
5193,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5194,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5195,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5196,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5197,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5198,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5199,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5200,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5201,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5202,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5203,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,3.3000,0.0000,0.0000,3.3000,4.1760,190.7904,1.1416
5204,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.9200,3.3000,0.0000,0.0000,4.2200,4.2251,194.7998,1.1793
5205,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,4.0400,0.3000,0.0000,0.0000,4.3400,4.2315,195.3255,1.1843
5206,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,6.9600,0.3000,0.0000,0.0000,7.2600,4.3872,208.3122,1.3095
5207,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,9.4400,0.3000,0.0000,0.0000,9.7400,4.5195,219.6346,1.4223
5208,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,11.4000,0.3000,0.0000,0.0000,11.7000,4.6240,228.7720,1.5158
5209,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,12.6000,0.3000,0.0000,0.0000,12.9000,4.6880,234.4485,1.5749
5210,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,13.0400,0.3000,0.0000,0.0000,13.3400,4.7115,236.5455,1.5969
5211,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,12.6400,0.3000,0.0000,0.0000,12.9400,4.6901,234.6388,1.5769
5212,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,11.4400,0.3000,0.0000,0.0000,11.7400,4.6261,228.9603,1.5177
5213,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,9.5600,0.3000,0.0000,0.0000,9.8600,4.5259,220.1892,1.4279
5214,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,7.0800,3.3000,0.0000,0.0000,10.3800,4.5536,222.5999,1.4524
5215,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,4.2000,3.3000,0.0000,0.0000,7.5000,4.4000,209.3962,1.3202
5216,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,1.1200,0.3000,0.0000,0.0000,1.4200,4.0757,182.7135,1.0670
5217,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5218,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5219,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5220,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5221,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5222,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5223,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5224,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5225,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5226,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5227,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,3.3000,0.0000,0.0000,3.3000,4.1760,190.7904,1.1416
5228,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,1.3200,3.3000,0.0000,0.0000,4.6200,4.2464,196.5546,1.1959
5229,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,4.4400,0.3000,0.0000,0.0000,4.7400,4.2528,197.0824,1.2010
5230,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,7.3600,0.3000,0.0000,0.0000,7.6600,4.4085,210.1203,1.3273
5231,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,9.8800,0.3000,0.0000,0.0000,10.1800,4.5429,221.6713,1.4430
5232,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,11.8000,0.3000,0.0000,0.0000,12.1000,4.6453,230.6573,1.5353
5233,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,13.0000,0.3000,0.0000,0.0000,13.3000,4.7093,236.3545,1.5949
5234,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,13.4400,0.3000,0.0000,0.0000,13.7400,4.7328,238.4590,1.6171
5235,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,13.0400,0.3000,0.0000,0.0000,13.3400,4.7115,236.5455,1.5969
5236,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,11.8400,0.3000,0.0000,0.0000,12.1400,4.6475,230.8462,1.5373
5237,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,9.9600,0.3000,0.0000,0.0000,10.2600,4.5472,222.0426,1.4467
5238,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,7.4800,3.3000,0.0000,0.0000,10.7800,4.5749,224.4623,1.4714
5239,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,4.6400,3.3000,0.0000,0.0000,7.9400,4.4235,211.3901,1.3398
5240,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,1.5200,0.3000,0.0000,0.0000,1.8200,4.0971,184.4189,1.0826
5241,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5242,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5243,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5244,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5245,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5246,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5247,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5248,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5249,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5250,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5251,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,3.3000,0.0000,0.0000,3.3000,4.1760,190.7904,1.1416
5252,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,1.7600,3.3000,0.0000,0.0000,5.0600,4.2699,198.4930,1.2144
5253,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,4.8800,0.3000,0.0000,0.0000,5.1800,4.2763,199.0231,1.2195
5254,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,7.8000,0.3000,0.0000,0.0000,8.1000,4.4320,212.1172,1.3470
5255,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,10.2800,0.3000,0.0000,0.0000,10.5800,4.5643,223.5302,1.4619
5256,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,12.2000,0.3000,0.0000,0.0000,12.5000,4.6667,232.5494,1.5550
5257,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,13.4400,0.3000,0.0000,0.0000,13.7400,4.7328,238.4590,1.6171
5258,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,13.8400,0.3000,0.0000,0.0000,14.1400,4.7541,240.3795,1.6375
5259,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,13.4800,0.3000,0.0000,0.0000,13.7800,4.7349,238.6508,1.6191
5260,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,12.2800,0.3000,0.0000,0.0000,12.5800,4.6709,232.9287,1.5590
5261,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,10.4000,0.3000,0.0000,0.0000,10.7000,4.5707,224.0893,1.4676
5262,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,7.9200,3.3000,0.0000,0.0000,11.2200,4.5984,226.5189,1.4925
5263,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,5.0400,3.3000,0.0000,0.0000,8.3400,4.4448,213.2100,1.3579
5264,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,1.9600,0.3000,0.0000,0.0000,2.2600,4.1205,186.3031,1.1000
5265,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5266,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5267,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5268,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5269,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5270,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5271,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5272,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5273,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5274,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5275,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,3.3000,0.0000,0.0000,3.3000,4.1760,190.7904,1.1416
5276,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,2.2000,3.3000,0.0000,0.0000,5.5000,4.2933,200.4399,1.2331
5277,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,5.3200,0.3000,0.0000,0.0000,5.6200,4.2997,200.9723,1.2382
5278,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,8.2400,0.3000,0.0000,0.0000,8.5400,4.4555,214.1226,1.3670
5279,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,10.7200,0.3000,0.0000,0.0000,11.0200,4.5877,225.5830,1.4829
5280,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,12.6400,0.3000,0.0000,0.0000,12.9400,4.6901,234.6388,1.5769
5281,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,13.8800,0.3000,0.0000,0.0000,14.1800,4.7563,240.5719,1.6395
5282,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,14.2800,0.3000,0.0000,0.0000,14.5800,4.7776,242.5000,1.6601
5283,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,13.9200,0.3000,0.0000,0.0000,14.2200,4.7584,240.7644,1.6416
5284,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,12.7200,0.3000,0.0000,0.0000,13.0200,4.6944,235.0196,1.5809
5285,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,10.8400,0.3000,0.0000,0.0000,11.1400,4.5941,226.1444,1.4887
5286,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,8.3600,3.3000,0.0000,0.0000,11.6600,4.6219,228.5839,1.5138
5287,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,5.4800,3.3000,0.0000,0.0000,8.7800,4.4683,215.2200,1.3779
5288,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,2.4000,0.3000,0.0000,0.0000,2.7000,4.1440,188.1957,1.1175
5289,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5290,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5291,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5292,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5293,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5294,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5295,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5296,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5297,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5298,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5299,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,3.3000,0.0000,0.0000,3.3000,4.1760,190.7904,1.1416
5300,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,2.6400,3.3000,0.0000,0.0000,5.9400,4.3168,202.3952,1.2519
5301,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,5.7600,0.3000,0.0000,0.0000,6.0600,4.3232,202.9300,1.2571
5302,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,8.6800,0.3000,0.0000,0.0000,8.9800,4.4789,216.1364,1.3871
5303,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,11.2000,0.3000,0.0000,0.0000,11.5000,4.6133,227.8320,1.5060
5304,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,13.1200,0.3000,0.0000,0.0000,13.4200,4.7157,236.9276,1.6009
5305,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,14.3200,0.3000,0.0000,0.0000,14.6200,4.7797,242.6932,1.6621
5306,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,14.7600,0.3000,0.0000,0.0000,15.0600,4.8032,244.8227,1.6850
5307,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,14.3600,0.3000,0.0000,0.0000,14.6600,4.7819,242.8864,1.6642
5308,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,13.2000,0.3000,0.0000,0.0000,13.5000,4.7200,237.3101,1.6050
5309,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,11.3200,0.3000,0.0000,0.0000,11.6200,4.6197,228.3958,1.5119
5310,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,8.8400,3.3000,0.0000,0.0000,12.1400,4.6475,230.8462,1.5373
5311,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,5.9600,3.3000,0.0000,0.0000,9.2600,4.4939,217.4223,1.4000
5312,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,2.8800,0.3000,0.0000,0.0000,3.1800,4.1696,190.2702,1.1368
5313,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
5314,-nan(ind),-nan(ind),1.5000,0.0000,0.0000,-nan(ind),FB,30.0000,1,0.0000,0.3000,0.0000,0.0000,0.3000,4.0160,177.9760,1.0241
